GapStart,GapEnd,DurationMinutes
2014-07-05 21:17,2014-07-05 21:19,2
2014-07-05 21:24,2014-07-05 21:26,2
2014-07-05 21:27,2014-07-05 21:29,2
2014-07-05 21:34,2014-07-05 21:36,2
2014-07-05 21:37,2014-07-05 21:39,2
2014-07-05 21:44,2014-07-05 21:46,2
2014-07-05 21:47,2014-07-05 21:49,2
2014-07-05 21:54,2014-07-05 21:56,2
2014-07-05 21:57,2014-07-05 21:59,2
2014-07-05 22:07,2014-07-05 22:09,2
2014-07-05 22:17,2014-07-05 22:19,2
2014-07-05 22:24,2014-07-05 22:26,2
2014-07-05 22:27,2014-07-05 22:29,2
2014-07-05 22:47,2014-07-05 22:49,2
2014-07-05 22:57,2014-07-05 22:59,2
2014-07-05 23:14,2014-07-05 23:16,2
2014-07-05 23:24,2014-07-05 23:26,2
2014-07-05 23:34,2014-07-05 23:36,2
2014-07-05 23:44,2014-07-05 23:46,2
2014-07-05 23:54,2014-07-05 23:56,2
2014-07-06 00:04,2014-07-06 00:06,2
2014-07-06 00:11,2014-07-06 00:13,2
2014-07-06 00:34,2014-07-06 00:36,2
2014-07-06 00:44,2014-07-06 00:46,2
2014-07-06 00:54,2014-07-06 00:56,2
2014-07-06 01:04,2014-07-06 01:06,2
2014-07-06 02:18,2014-07-06 02:20,2
2014-07-06 04:35,2014-07-06 04:37,2
2014-07-06 04:45,2014-07-06 04:47,2
2014-07-06 04:55,2014-07-06 04:57,2
2014-07-06 05:05,2014-07-06 05:07,2
2014-07-06 06:32,2014-07-06 06:34,2
2014-07-06 06:42,2014-07-06 06:44,2
2014-07-06 06:52,2014-07-06 06:54,2
2014-07-06 07:02,2014-07-06 07:04,2
2014-07-06 07:12,2014-07-06 07:14,2
2014-07-06 08:19,2014-07-06 08:21,2
2014-07-06 08:29,2014-07-06 08:31,2
2014-07-06 08:39,2014-07-06 08:41,2
2014-07-06 08:49,2014-07-06 08:51,2
2014-07-06 08:59,2014-07-06 09:01,2
2014-07-06 09:09,2014-07-06 09:11,2
2014-07-06 09:19,2014-07-06 09:21,2
2014-07-06 09:29,2014-07-06 09:31,2
2014-07-06 09:39,2014-07-06 09:41,2
2014-07-06 10:06,2014-07-06 10:08,2
2014-07-06 10:26,2014-07-06 10:28,2
2014-07-06 10:36,2014-07-06 10:38,2
2014-07-06 10:46,2014-07-06 10:48,2
2014-07-06 10:56,2014-07-06 10:58,2
2014-07-06 11:06,2014-07-06 11:08,2
2014-07-06 11:16,2014-07-06 11:18,2
2014-07-06 11:26,2014-07-06 11:28,2
2014-07-06 11:36,2014-07-06 11:38,2
2014-07-06 11:46,2014-07-06 11:48,2
2014-07-06 11:56,2014-07-06 11:58,2
2014-07-06 12:13,2014-07-06 12:15,2
2014-07-06 12:23,2014-07-06 12:25,2
2014-07-06 12:33,2014-07-06 12:35,2
2014-07-06 12:43,2014-07-06 12:45,2
2014-07-06 12:53,2014-07-06 12:55,2
2014-07-06 13:03,2014-07-06 13:05,2
2014-07-06 13:13,2014-07-06 13:15,2
2014-07-06 13:23,2014-07-06 13:25,2
2014-07-06 13:33,2014-07-06 13:35,2
2014-07-06 13:43,2014-07-06 13:45,2
2014-07-06 13:53,2014-07-06 13:55,2
2014-07-06 14:20,2014-07-06 14:22,2
2014-07-06 14:30,2014-07-06 14:32,2
2014-07-06 14:40,2014-07-06 14:42,2
2014-07-06 14:50,2014-07-06 14:52,2
2014-07-06 15:00,2014-07-06 15:02,2
2014-07-06 15:10,2014-07-06 15:12,2
2014-07-06 15:20,2014-07-06 15:22,2
2014-07-06 15:30,2014-07-06 15:32,2
2014-07-06 15:40,2014-07-06 15:42,2
2014-07-06 15:50,2014-07-06 15:52,2
2014-07-06 16:07,2014-07-06 16:09,2
2014-07-06 17:58,2014-07-06 18:00,2
2014-07-06 18:08,2014-07-06 18:10,2
2014-07-06 18:45,2014-07-06 18:47,2
2014-07-06 18:55,2014-07-06 18:57,2
2014-07-06 19:05,2014-07-06 19:07,2
2014-07-06 19:35,2014-07-06 19:37,2
2014-07-06 19:45,2014-07-06 19:47,2
2014-07-06 19:55,2014-07-06 19:57,2
2014-07-06 20:18,2014-07-06 20:20,2
2014-07-07 23:45,2014-07-08 00:36,51
2014-07-14 07:33,2014-07-14 07:50,17
2014-07-14 08:04,2014-07-14 08:14,10
2014-07-14 13:58,2014-07-14 14:00,2
2014-07-16 07:05,2014-07-16 07:16,11
2014-07-20 13:50,2014-07-20 14:06,16
2014-07-22 06:40,2014-07-22 06:56,16
2014-07-25 06:34,2014-07-25 06:52,18
2014-07-27 14:35,2014-07-27 14:37,2
2014-07-27 20:18,2014-07-27 20:27,9
2014-07-28 16:44,2014-07-28 16:54,10
2014-07-30 09:14,2014-07-30 09:21,7
2014-07-31 06:54,2014-08-03 14:49,4795
2014-08-03 19:19,2014-08-07 09:51,5192
2014-08-07 10:51,2014-08-07 10:57,6
2014-08-11 10:57,2014-08-11 11:10,13
2014-08-12 22:15,2014-08-12 22:17,2
2014-08-17 14:24,2014-08-17 14:26,2
2014-08-25 09:15,2014-08-25 09:24,9
2014-08-27 08:13,2014-08-27 08:25,12
2014-08-31 23:54,2014-09-01 00:02,8
2014-09-01 00:17,2014-09-01 00:26,9
2014-09-01 11:59,2014-09-01 12:01,2
2014-09-01 12:02,2014-09-01 12:04,2
2014-09-01 12:12,2014-09-01 12:14,2
2014-09-01 12:22,2014-09-01 12:24,2
2014-09-02 21:06,2014-09-02 21:08,2
2014-09-05 06:22,2014-09-05 06:39,17
2014-09-06 19:28,2014-09-06 19:31,3
2014-09-16 07:09,2014-09-16 07:15,6
2014-09-19 07:38,2014-09-19 07:48,10
2014-09-20 13:07,2014-09-20 23:48,641
2014-09-21 23:51,2014-09-22 00:07,16
2014-09-22 07:37,2014-09-22 07:42,5
2014-09-25 12:35,2014-09-25 12:44,9
2014-09-27 13:06,2014-09-27 13:08,2
2014-09-29 10:52,2014-09-29 10:54,2
2014-09-29 13:42,2014-09-29 13:44,2
2014-10-06 19:29,2014-10-06 19:40,11
2014-10-13 12:57,2014-10-13 13:05,8
2014-10-13 13:44,2014-10-13 13:46,2
2014-10-14 00:20,2014-10-14 00:32,12
2014-10-14 07:02,2014-10-14 07:09,7
2014-10-15 07:27,2014-10-18 17:13,4906
2014-10-19 13:08,2014-10-19 13:10,2
2014-10-22 09:09,2014-10-25 11:49,4480
2014-10-26 18:38,2014-10-26 21:03,145
2014-10-28 22:53,2014-10-28 23:16,23
2014-10-30 08:19,2014-10-30 22:34,855
2014-11-05 22:05,2014-11-05 22:17,12
2014-11-07 06:49,2014-11-07 07:04,15
2014-11-10 08:50,2014-11-10 08:57,7
2014-11-11 22:30,2014-11-11 23:10,40
2014-12-04 19:16,2014-12-04 19:19,3
2014-12-05 07:05,2014-12-05 07:14,9
2014-12-08 20:07,2014-12-08 20:15,8
2014-12-25 15:51,2014-12-25 15:53,2
2014-12-26 19:56,2014-12-26 20:06,10
2015-01-03 10:18,2015-01-03 10:30,12
2015-01-06 19:27,2015-01-06 19:32,5
2015-01-07 13:02,2015-01-07 13:04,2
2015-01-11 14:20,2015-01-11 14:22,2
2015-01-19 14:07,2015-01-19 14:09,2
2015-01-24 00:49,2015-01-24 01:02,13
2015-01-31 20:21,2015-01-31 20:27,6
2015-02-16 06:28,2015-02-16 06:53,25
2015-03-02 14:35,2015-03-02 14:37,2
2015-03-06 06:53,2015-03-06 07:09,16
2015-03-14 09:42,2015-03-14 09:50,8
